,pubmed_id,title,abstract,target,title_clean,abstract_clean
15,33862577,Long-term functional and quality of life outcomes in laryngectomized patients after successful voice restoration using tracheoesophageal prostheses.,"To assess long-term functional and quality of life (QoL) outcomes and their predictive factors in laryngectomized patients after successful voice restoration using tracheoesophageal prostheses (TEP).
This cross-sectional study was conducted in alive and disease-free patients at least 1 year after total laryngectomy ± partial pharyngectomy. Patients completed the European Organization for Research and Treatment of Cancer (EORTC) Core (QLQ-C30) and Head and Neck Cancer (QLQ-H&N35) QoL questionnaires, the Voice Handicap Index (VHI-10) questionnaire and the Hospital Anxiety and Depression Scale (HADS). The level of dysphagia was evaluated using the Dysphagia Handicap Index (DHI) and the Dysphagia Outcomes and Severity Scale (DOSS). Predictive factors of these clinical outcomes were determined in univariate and multivariate analysis.
A total of 48 patients were included in this study. Long-term QoL and functioning scales scores were all superior to 70%. Main persistent symptoms were fatigue, dyspnea, senses, speech and coughing problems. A DOSS score ≥6, indicating normal/subnormal swallowing function, and a VHI-10 score ≤20, representing light to medium voice disorders, were found in at least 75% of patients. An anxiodepressive disorder (HADS global score ≥ 15) was reported by 15 (31%) patients and represented the main predictor of QoL and voice outcomes. A strong correlation was found between VHI-10 and global QoL scores.
After successful voice restoration, laryngectomized patients achieved satisfactory QoL and functional outcomes. Psychological distress was the main determinant of long-term QoL and is therefore of critical importance in the multidisciplinary management of laryngectomized patients.",Cancer,longterm functional quality life outcome laryngectomized patient successful voice restoration using tracheoesophageal prosthesis,ass longterm functional quality life qol outcome predictive factor laryngectomized patient successful voice restoration using tracheoesophageal prosthesis tep crosssectional study conducted alive diseasefree patient least year total laryngectomy partial pharyngectomy patient completed european organization research treatment cancer eortc core qlqc head neck cancer qlqhn qol questionnaire voice handicap index vhi questionnaire hospital anxiety depression scale hads level dysphagia evaluated using dysphagia handicap index dhi dysphagia outcome severity scale dos predictive factor clinical outcome determined univariate multivariate analysis total patient included study longterm qol functioning scale score superior main persistent symptom fatigue dyspnea sens speech coughing problem dos score indicating normalsubnormal swallowing function vhi score representing light medium voice disorder found least patient anxiodepressive disorder hads global score reported patient represented main predictor qol voice outcome strong correlation found vhi global qol score successful voice restoration laryngectomized patient achieved satisfactory qol functional outcome psychological distress main determinant longterm qol therefore critical importance multidisciplinary management laryngectomized patient
16,33862575,Folate-targeted Pluronic-chitosan nanocapsules loaded with IR780 for near-infrared fluorescence imaging and photothermal-photodynamic therapy of ovarian cancer.,"Herein, we report the fabrication of a nanotherapeutic platform integrating near-infrared (NIR) imaging with combined therapeutic potential through photodynamic (PDT) and photothermal therapies (PTT) and recognition functionality against ovarian cancer. Owing to its NIR fluorescence, singlet oxygen generation and heating capacity, IR780 iodide is exploited to construct a multifunctional nanosystem for single-wavelength NIR laser imaging-assisted dual-modal phototherapy. We opted for loading IR780 into polymeric Pluronic-F127-chitosan nanoformulation in order to overcome its hydrophobicity and toxicity and to allow functionalization with folic acid. The obtained nanocapsules show temperature-dependent swelling and spectroscopic behavior with favorable size distribution for cellular uptake at physiological temperatures, improved fluorescence properties and good stability. The fabricated nanocapsules can efficiently generate singlet oxygen in solution and are able to produce considerable temperature increase (46 °C) upon NIR laser irradiation. Viability assays on NIH-OVCAR-3 cells confirm the successful biocompatibilization of IR780 by encapsulating in Pluronic and chitosan polymers. NIR fluorescence imaging assays reveal the ability of folic-acid functionalized nanocapsules to serve as intracellular contrast agents and demonstrate their active targeting capacity against folate receptor expressing ovarian cancer cells (NIH-OVCAR-3). Consequently, the targeted nanocapsules show improved NIR laser induced phototherapeutic performance against NIH-OVCAR-3 cells compared to free IR780. We anticipate that this class of nanocapsules holds great promise as theranostic agents for application in image-guided dual PDT-PTT and imaging assisted surgery of ovarian cancer.",Cancer,folatetargeted pluronicchitosan nanocapsules loaded ir nearinfrared fluorescence imaging photothermalphotodynamic therapy ovarian cancer,herein report fabrication nanotherapeutic platform integrating nearinfrared nir imaging combined therapeutic potential photodynamic pdt photothermal therapy ptt recognition functionality ovarian cancer owing nir fluorescence singlet oxygen generation heating capacity ir iodide exploited construct multifunctional nanosystem singlewavelength nir laser imagingassisted dualmodal phototherapy opted loading ir polymeric pluronicfchitosan nanoformulation order overcome hydrophobicity toxicity allow functionalization folic acid obtained nanocapsules show temperaturedependent swelling spectroscopic behavior favorable size distribution cellular uptake physiological temperature improved fluorescence property good stability fabricated nanocapsules efficiently generate singlet oxygen solution able produce considerable temperature increase c upon nir laser irradiation viability assay nihovcar cell confirm successful biocompatibilization ir encapsulating pluronic chitosan polymer nir fluorescence imaging assay reveal ability folicacid functionalized nanocapsules serve intracellular contrast agent demonstrate active targeting capacity folate receptor expressing ovarian cancer cell nihovcar consequently targeted nanocapsules show improved nir laser induced phototherapeutic performance nihovcar cell compared free ir anticipate class nanocapsules hold great promise theranostic agent application imageguided dual pdtptt imaging assisted surgery ovarian cancer
17,33862572,Reduction-sensitive polymeric micelles as amplifying oxidative stress vehicles for enhanced antitumor therapy.,"Chemotherapy-photodynamic therapy (PDT)-based combination therapy is a currently frequently used means in cancer treatment that photosensitizer was able to generate reactive oxygen species (ROS) for improving chemotherapy, owing to the high oxidative stress of the tumor microenvironment (TME). Whereas, cancer cells were accustomed to oxidative stress by overexpression of antioxidant such as glutathione (GSH), which would consume the damage of ROS, as well as it could result in ineffective treatment. Herein, amplification of oxidative stress preferentially in tumor cells by consuming GSH or generating ROS is a reasonable treatment strategy to develop anticancer drugs. To achieve excellent therapeutic effects, we designed a GSH-scavenging and ROS-generating polymeric micelle mPEG-S-S-PCL-Por (MSLP) for amplifying oxidative stress and enhanced anticancer therapy. The amphiphilic polymer of methoxy poly(ethylene glycol) (mPEG)-S-S-poly(ε-caprolactone) (PCL)-Protoporphyrin (Por) was self-assembled into polymeric micelles with the anticancer drug doxorubicin (DOX) for treatment and tracking via FRET. Spherical DOX/MSLP micelles with the average size of 88.76 ± 3.52 nm was procured with negatively charged surface, reduction sensitivity and high drug loading content (17.47 ± 1.53 %). The intracellular ROS detection showed that the MSLP could deplete glutathione and regenerate additional ROS. The cellular uptake of DOX/MSLP micelles was grabbed real-time monitoring by the Fluorescence resonance energy transfer (FRET) effect between DOX and MSLP. The reduction-sensitive polymeric micelles MSLP as amplifying oxidative stress vehicles combined chemotherapy and PDT exhibited significant antitumor activity both in vitro (IC50 = 0.041 μg/mL) and much better antitumor efficacy than that of mPEG-PCL-Por (MLP) micelles in vivo.",Cancer,reductionsensitive polymeric micelle amplifying oxidative stress vehicle enhanced antitumor therapy,chemotherapyphotodynamic therapy pdtbased combination therapy currently frequently used mean cancer treatment photosensitizer able generate reactive oxygen specie ro improving chemotherapy owing high oxidative stress tumor microenvironment tme whereas cancer cell accustomed oxidative stress overexpression antioxidant glutathione gsh would consume damage ro well could result ineffective treatment herein amplification oxidative stress preferentially tumor cell consuming gsh generating ro reasonable treatment strategy develop anticancer drug achieve excellent therapeutic effect designed gshscavenging rosgenerating polymeric micelle mpegsspclpor mslp amplifying oxidative stress enhanced anticancer therapy amphiphilic polymer methoxy polyethylene glycol mpegsspolyεcaprolactone pclprotoporphyrin selfassembled polymeric micelle anticancer drug doxorubicin dox treatment tracking via fret spherical doxmslp micelle average size nm procured negatively charged surface reduction sensitivity high drug loading content intracellular ro detection showed mslp could deplete glutathione regenerate additional ro cellular uptake doxmslp micelle grabbed realtime monitoring fluorescence resonance energy transfer fret effect dox mslp reductionsensitive polymeric micelle mslp amplifying oxidative stress vehicle combined chemotherapy pdt exhibited significant antitumor activity vitro ic μgml much better antitumor efficacy mpegpclpor mlp micelle vivo
18,33862569,Evaluation of bone dose arising from skin cancer brachytherapy: A comparison between ,"This study aimed to calculate and compare absorbed dose to bone following exposure to 
The average relative depth dose values of the skin, soft tissue before and after bone and bone marrow were almost similar for both 
The obtained findings showed that the average relative depth dose values of ",Cancer,evaluation bone dose arising skin cancer brachytherapy comparison,study aimed calculate compare absorbed dose bone following exposure average relative depth dose value skin soft tissue bone bone marrow almost similar obtained finding showed average relative depth dose value
19,33862562,Pulmonary Metastasectomy in Colorectal Cancer (PulMiCC). Assumed benefits are not confirmed by new study findings.,,Cancer,pulmonary metastasectomy colorectal cancer pulmicc assumed benefit confirmed new study finding,none
20,33862561,Genetic and epigenetic regulation in neoplasms composed of both germ cells and sex cord elements.,,Cancer,genetic epigenetic regulation neoplasm composed germ cell sex cord element,none
21,33862560,MiR-25 and KLF4 relationship has early prognostic significance in the development of cervical cancer.,"Cervical squamous cell carcinoma (SCC) is one of the common cancer types among women. MicroRNAs (miRNAs) are small non-coding RNAs that play an important role in the formation and development of many cancer types by regulating expression of their targets. While many studies have investigated the relationship between miRNAs and cervical cancer, no robust miRNA biomarkers have been defined yet for diagnosis of cervical lesions. In this study, we performed a statistical meta-analysis to identify miRNAs and a class compassion analysis to evaluate mRNAs with the power to discriminate between normal, intraepithelial lesions and invasive cancer samples. Differentially expressed (DE) mRNAs were compared with the targets of meta-miRNAs. After bioinfomatics analysis and qRT-PCR validations with cytology samples and FFPE tissues, we defined miR-25 and its target KLF4 (Kruppel-like factor 4) as candidate biomarkers for in vitro studies. Our results showed that miR-25 expression was significantly higher in precancerous lesions and invasive carcinoma while presenting consistent expression patterns in both cytological and FFPE tissue samples. In line with this, its direct target KLF4 expression decreased in precancerous lesions in cytological samples and also in the invasive cancer group in FFPE tissues. Furthermore, in vitro studies showed that mir-25 inhibition decreased proliferation and motility of HeLa cells and promoted an increase in the protein level of KLF4. We conclude that inhibition of miR-25 may upregulate KLF4 expression and regulate cell proliferation and motility in cervical cancer.",Cancer,mir klf relationship early prognostic significance development cervical cancer,cervical squamous cell carcinoma scc one common cancer type among woman micrornas mirnas small noncoding rna play important role formation development many cancer type regulating expression target many study investigated relationship mirnas cervical cancer robust mirna biomarkers defined yet diagnosis cervical lesion study performed statistical metaanalysis identify mirnas class compassion analysis evaluate mrna power discriminate normal intraepithelial lesion invasive cancer sample differentially expressed mrna compared target metamirnas bioinfomatics analysis qrtpcr validation cytology sample ffpe tissue defined mir target klf kruppellike factor candidate biomarkers vitro study result showed mir expression significantly higher precancerous lesion invasive carcinoma presenting consistent expression pattern cytological ffpe tissue sample line direct target klf expression decreased precancerous lesion cytological sample also invasive cancer group ffpe tissue furthermore vitro study showed mir inhibition decreased proliferation motility hela cell promoted increase protein level klf conclude inhibition mir may upregulate klf expression regulate cell proliferation motility cervical cancer
22,33862559,Physician practice variation in head and neck cancer therapy: Results of a national survey.,"Choice between surgical or medical treatments in head and neck cancer depends of many patient-related and disease-related factors. We investigated how patients' socioeconomic status and practitioners' specialty could affect medical decision-making.
We conducted a cross-sectional online, nationwide survey, send to surgeons, oncologists and radiotherapists specialized in head and neck oncology. We collected data on medical decision-making for seven clinical scientific scenarios involving head and neck carcinoma and physicians' demographic data. Patients' gender and socioeconomic position were distributed across scientific scenarios using a Latin square design. The scientific scenarios were grouped into several categories according to the prognostic and functional impact of the therapeutic choice.
We obtained 206 assessable answers. Surgeons seemed to propose surgery in 49% of cases, whereas oncologists and radiotherapists opted for it in 34% of cases only. This was particularly relevant when the oncological result of surgery and the medical approach were equivalent, and when the surgery appeared to be superior in terms of curative potential but was burdened by a large functional impact. Patient's socioeconomic position also influence therapeutic decision. Among surgeons, the ""single male manager"" had significantly more chance of being offered surgery than the ""married male blue-collar worker"". Among oncologists and radiotherapists, the ""single male blue-collar worker"" had the lowest probability of being proposed surgery. Regarding gender, surgeons tended to offer surgical management more to women regardless of their clinical profile.
Patients' sex, marital status, socioeconomic status, practitioners' specialty affect therapeutic management decisions in head and neck oncology.",Cancer,physician practice variation head neck cancer therapy result national survey,choice surgical medical treatment head neck cancer depends many patientrelated diseaserelated factor investigated patient socioeconomic status practitioner specialty could affect medical decisionmaking conducted crosssectional online nationwide survey send surgeon oncologist radiotherapist specialized head neck oncology collected data medical decisionmaking seven clinical scientific scenario involving head neck carcinoma physician demographic data patient gender socioeconomic position distributed across scientific scenario using latin square design scientific scenario grouped several category according prognostic functional impact therapeutic choice obtained assessable answer surgeon seemed propose surgery case whereas oncologist radiotherapist opted case particularly relevant oncological result surgery medical approach equivalent surgery appeared superior term curative potential burdened large functional impact patient socioeconomic position also influence therapeutic decision among surgeon single male manager significantly chance offered surgery married male bluecollar worker among oncologist radiotherapist single male bluecollar worker lowest probability proposed surgery regarding gender surgeon tended offer surgical management woman regardless clinical profile patient sex marital status socioeconomic status practitioner specialty affect therapeutic management decision head neck oncology
23,33862558,"PARP inhibitors in head and neck cancer: Molecular mechanisms, preclinical and clinical data.","Poly (ADP-ribose) polymerase (PARP) inhibitors (PARPi) have revolutionized the treatment landscape in several cancers. PARPi increase DNA damage particularly in tumors with underlying defects in DNA repair. In addition to PARPi-induced DNA damage, PARPi enhance immune priming and induce adaptive upregulation of programmed death ligand 1 (PD-L1) expression. Patients with head and neck squamous cell carcinoma (HNSCC) are characterized by aberrant DNA repair pathways, including nucleotide excision repair (NER), base excision repair (BER) and DNA double-strand breaks (DSBs) repair and these deregulated repair mechanisms are implicated in both the pathogenesis of the disease and the outcome of therapy. Cisplatin represents the cornerstone of treatment of HNSCC and cisplatin resistance impedes successful treatment outcomes. To this end, research strategies that are testing modulation of cisplatin sensitivity by PARPi are of particular interest. Moreover, given the immune modulating effects of PARPi and the recent approval of Programmed Cell Death- 1 (PD-1) checkpoint inhibitors in HNSCC, the design of trials combining PARPi and PD-1 checkpoint inhibitors represent a rational research strategy. In this review, we summarize data supporting the integration of PARP inhibitors into HNSCC therapeutic strategy.",Cancer,parp inhibitor head neck cancer molecular mechanism preclinical clinical data,poly adpribose polymerase parp inhibitor parpi revolutionized treatment landscape several cancer parpi increase dna damage particularly tumor underlying defect dna repair addition parpiinduced dna damage parpi enhance immune priming induce adaptive upregulation programmed death ligand pdl expression patient head neck squamous cell carcinoma hnscc characterized aberrant dna repair pathway including nucleotide excision repair ner base excision repair ber dna doublestrand break dsbs repair deregulated repair mechanism implicated pathogenesis disease outcome therapy cisplatin represents cornerstone treatment hnscc cisplatin resistance impedes successful treatment outcome end research strategy testing modulation cisplatin sensitivity parpi particular interest moreover given immune modulating effect parpi recent approval programmed cell death pd checkpoint inhibitor hnscc design trial combining parpi pd checkpoint inhibitor represent rational research strategy review summarize data supporting integration parp inhibitor hnscc therapeutic strategy
24,33862557,"Evidence for frequent concurrent DCUN1D1, FGFR1, BCL9 gene copy number amplification in squamous cell lung cancer.","Non-small cell lung cancer (NSCLC) targeted therapies are mostly based on activating mutations and rearrangements which are rare events in Lung Squamous Cell Carcinomas (LUSC). Recently advances in immunotherapy have improved the therapeutic repository for LUSC, but there is still an urgent need for novel targets and biomarkers. We examined 73 cases of LUSC for relative copy number amplification of DCUN1D1, BCL9, FGFR1 and ERBB2 genes and searched for correlations with molecular alterations and clinicopathological characteristics. In our cohort BCL9 gene was amplified in 57.5 % of the cases, followed by DCUN1D1 in 37 %, FGFR1 in 19 % whereas none of the cases were amplified in ERBB2 gene. The majority of the samples exhibited amplification in at least one gene while half of them displayed concurrent amplification of two/three genes. Interestingly, 93 % of the FGFR1 amplified cases were also found co amplified with DCUN1D1 and/or BCL9 genes. Linear correlations were found between BCL9 and DCUN1D1 as well as BCL9 and FGFR1 gene amplification. BCL9 and DCUN1D1 genes' amplification was correlated with poorly differentiated tumors (p = 0.035 and p = 0.056 respectively), implying their possible role in tumor aggressiveness. This is the first study, to the best of our knowledge that examines the correlation of DCUN1D1 and BCL9 genes relative copy number amplification with molecular alterations and clinicopathologic characteristics of squamous cell lung cancer tissue samples. Our findings show concurrent amplification of genes in different chromosomes, with possible involvement in tumor aggressiveness. These results support the complexity of LUSC tumorigenesis and imply the necessity of multiple biomarkers / targets for a more effective therapeutic result in LUSC.",Cancer,evidence frequent concurrent dcund fgfr bcl gene copy number amplification squamous cell lung cancer,nonsmall cell lung cancer nsclc targeted therapy mostly based activating mutation rearrangement rare event lung squamous cell carcinoma lusc recently advance immunotherapy improved therapeutic repository lusc still urgent need novel target biomarkers examined case lusc relative copy number amplification dcund bcl fgfr erbb gene searched correlation molecular alteration clinicopathological characteristic cohort bcl gene amplified case followed dcund fgfr whereas none case amplified erbb gene majority sample exhibited amplification least one gene half displayed concurrent amplification twothree gene interestingly fgfr amplified case also found co amplified dcund andor bcl gene linear correlation found bcl dcund well bcl fgfr gene amplification bcl dcund gene amplification correlated poorly differentiated tumor p p respectively implying possible role tumor aggressiveness first study best knowledge examines correlation dcund bcl gene relative copy number amplification molecular alteration clinicopathologic characteristic squamous cell lung cancer tissue sample finding show concurrent amplification gene different chromosome possible involvement tumor aggressiveness result support complexity lusc tumorigenesis imply necessity multiple biomarkers target effective therapeutic result lusc
25,33862556,Interleukin-35 regulates peripheral T cell activity in patients with Kawasaki disease.,"Interleukin-35 (IL-35) regulates immune cell function in inflammation, infection, cancer, and autoimmune diseases. However, the modulatory activity of IL-35 exerted on T cells is not fully understood in Kawasaki disease. For this purpose, the present study included 28 patients with Kawasaki disease and 16 healthy controls. The mRNA levels of IL-35 receptor subunits, including IL-12Rβ2 and gp130, were determined by conducting real-time PCR. CD4",Cancer,interleukin regulates peripheral cell activity patient kawasaki disease,interleukin il regulates immune cell function inflammation infection cancer autoimmune disease however modulatory activity il exerted cell fully understood kawasaki disease purpose present study included patient kawasaki disease healthy control mrna level il receptor subunit including ilrβ gp determined conducting realtime pcr cd
26,33862552,Role of immune regulatory cells in breast cancer: Foe or friend?,"Breast cancer (BC) is the most common cancer among women between the ages of 20 and 50, affecting more than 2.1 million people and causing the annual death of more than 627,000 women worldwide. Based on the available knowledge, the immune system and its components are involved in the pathogenesis of several malignancies, including BC. Cancer immunobiology suggests that immune cells can play a dual role and induce anti-tumor or immunosuppressive responses, depending on the tumor microenvironment (TME) signals. The most important effector immune cells with anti-tumor properties are natural killer (NK) cells, B, and T lymphocytes. On the other hand, immune and non-immune cells with regulatory/inhibitory phenotype, including regulatory T cells (Tregs), regulatory B cells (Bregs), tolerogenic dendritic cells (tDCs), tumor-associated macrophages (TAMs), tumor-associated neutrophils (TANs), myeloid-derived suppressor cells (MDSCs), mesenchymal stem cells (MSCs), and regulatory natural killer cells (NKregs), can promote the growth and development of tumor cells by inhibiting anti-tumor responses, inducing angiogenesis and metastasis, as well as the expression of inhibitory molecules and suppressor mediators of the immune system. However, due to the complexity of the interaction and the modification in the immune cells' phenotype and the networking of the immune responses, the exact mechanism of action of the immunosuppressive and regulatory cells is not yet fully understood. This review article reviews the immune responses involved in BC as well as the role of regulatory and inhibitory cells in the pathogenesis of the disease. Finally, therapeutic approaches based on inhibition of immunosuppressive responses derived from regulatory cells are discussed.",Cancer,role immune regulatory cell breast cancer foe friend,breast cancer bc common cancer among woman age affecting million people causing annual death woman worldwide based available knowledge immune system component involved pathogenesis several malignancy including bc cancer immunobiology suggests immune cell play dual role induce antitumor immunosuppressive response depending tumor microenvironment tme signal important effector immune cell antitumor property natural killer nk cell b lymphocyte hand immune nonimmune cell regulatoryinhibitory phenotype including regulatory cell tregs regulatory b cell bregs tolerogenic dendritic cell tdcs tumorassociated macrophage tam tumorassociated neutrophil tan myeloidderived suppressor cell mdscs mesenchymal stem cell msc regulatory natural killer cell nkregs promote growth development tumor cell inhibiting antitumor response inducing angiogenesis metastasis well expression inhibitory molecule suppressor mediator immune system however due complexity interaction modification immune cell phenotype networking immune response exact mechanism action immunosuppressive regulatory cell yet fully understood review article review immune response involved bc well role regulatory inhibitory cell pathogenesis disease finally therapeutic approach based inhibition immunosuppressive response derived regulatory cell discussed
27,33862546,Quantitative determination of creatinine from serum of prostate cancer patients by N-doped porous carbon antimony (Sb/NPC) nanoparticles.,"Creatinine is an indicator of hindrance in urination and renal insufficiency. Creatinine levels are the marker of the late stages of prostate cancer. Early and sensitive detection of creatinine can reduce deaths associated with prostate cancer. In this work, nitrogen-doped porous carbon antimony (Sb/NPC) nanoparticles are fabricated to be employed as a non-enzymatic biosensor. Sb/NPC has promising redox activity and is synthesized by a two-step reaction using low-cost precursors. Electrochemical sensing by Sb/NPC is conducted for standard creatinine solutions on a three-electrodes system. Cyclic voltammetry, amperometry, and electrochemical impedance spectroscopy are used to sense creatinine. LOD and LOQ of the Sb/NPC modified electrode are 0.74 µM and 2.4 µM, respectively. This electrode system analyzes creatinine in the serum of prostate cancer patients who have elevated PSA levels. More than 90% creatinine is recovered from a spiked serum sample of a prostate cancer patient. A direct relation is observed between PSA levels and creatinine levels in prostate cancer. The developed cyclic voltammetric setup detects trace concentrations of creatinine in serum.",Cancer,quantitative determination creatinine serum prostate cancer patient ndoped porous carbon antimony sbnpc nanoparticles,creatinine indicator hindrance urination renal insufficiency creatinine level marker late stage prostate cancer early sensitive detection creatinine reduce death associated prostate cancer work nitrogendoped porous carbon antimony sbnpc nanoparticles fabricated employed nonenzymatic biosensor sbnpc promising redox activity synthesized twostep reaction using lowcost precursor electrochemical sensing sbnpc conducted standard creatinine solution threeelectrodes system cyclic voltammetry amperometry electrochemical impedance spectroscopy used sense creatinine lod loq sbnpc modified electrode µm µm respectively electrode system analyzes creatinine serum prostate cancer patient elevated psa level creatinine recovered spiked serum sample prostate cancer patient direct relation observed psa level creatinine level prostate cancer developed cyclic voltammetric setup detects trace concentration creatinine serum
28,33862524,Novel antigens of CAR T cell therapy: New roads; old destination.,"Chimeric antigen receptor T cell (CAR-T) therapy has so far proved itself as a reliable therapeutic option for the treatment of relapsed/refractory (R/R) B-cell acute lymphoblastic leukemia (B-ALL), diffuse large B-cell lymphoma (DLBCL), multiple myeloma (MM), and mantle cell lymphoma (MCL). However, this picture is not as colorful when it comes to the treatment of solid tumors mainly due to the lack of definitive tumor antigens, as well as the immunosuppressive tumor microenvironments and poor CAR-T infiltration. The recent developments in bioinformatics and cell biology, such as single-cell RNA sequencing, have offered silver linings in the subject of tumor antigen discovery. In the current review, we summarize the development of some CAR-T therapies that target novel tumor antigens, rather than the traditionally CAR-T-targeted ones, and briefly discuss the clinical antitumor achievements of those evaluated in patients, so far. Furthermore, we propose some tumor antigens that might someday be therapeutically beneficial while targeted by CAR-Ts based on the experimental evaluations of their specific monoclonal antibodies.",Cancer,novel antigen car cell therapy new road old destination,chimeric antigen receptor cell cart therapy far proved reliable therapeutic option treatment relapsedrefractory rr bcell acute lymphoblastic leukemia ball diffuse large bcell lymphoma dlbcl multiple myeloma mm mantle cell lymphoma mcl however picture colorful come treatment solid tumor mainly due lack definitive tumor antigen well immunosuppressive tumor microenvironments poor cart infiltration recent development bioinformatics cell biology singlecell rna sequencing offered silver lining subject tumor antigen discovery current review summarize development cart therapy target novel tumor antigen rather traditionally carttargeted one briefly discus clinical antitumor achievement evaluated patient far furthermore propose tumor antigen might someday therapeutically beneficial targeted cart based experimental evaluation specific monoclonal antibody
29,33862523,Thrombotic microangiopathy in oncology - a review.,"Thrombotic microangiopathy is a syndrome triggered by a wide spectrum of situations, some of which are specific to the Oncology setting. It is characterized by a Coombs-negative microangiopathic haemolytic anemia, thrombocytopenia and organ injury, with characteristic pathological features, resulting from platelet microvascular occlusion. TMA is rare and its cancer-related subset even more so. TMA triggered by drugs is the most common within this group, including classic chemotherapy and the latest targeted therapies. The neoplastic disease itself and hematopoietic stem-cell transplantation could also be potential triggers. Evidence-based medical guidance in the management of cancer-related TMA is scarce and the previous knowledge about primary TMA is valuable to understand the disease mechanisms and the potential treatments. Given the wide spectrum of potential causes for TMA in cancer patients, the aim of this review is to gather the vast information available. For each entity, pathophysiology, clinical features, therapeutic approaches and prognosis will be covered.",Cancer,thrombotic microangiopathy oncology review,thrombotic microangiopathy syndrome triggered wide spectrum situation specific oncology setting characterized coombsnegative microangiopathic haemolytic anemia thrombocytopenia organ injury characteristic pathological feature resulting platelet microvascular occlusion tma rare cancerrelated subset even tma triggered drug common within group including classic chemotherapy latest targeted therapy neoplastic disease hematopoietic stemcell transplantation could also potential trigger evidencebased medical guidance management cancerrelated tma scarce previous knowledge primary tma valuable understand disease mechanism potential treatment given wide spectrum potential cause tma cancer patient aim review gather vast information available entity pathophysiology clinical feature therapeutic approach prognosis covered
30,33862521,Somatic NF1 mutations in pituitary adenomas: Report of two cases.,,Cancer,somatic nf mutation pituitary adenoma report two case,none
31,33862514,Identification and optimization of 3-bromo-N'-(4-hydroxybenzylidene)-4-methylbenzohydrazide derivatives as mTOR inhibitors that induce autophagic cell death and apoptosis in triple-negative breast cancer.,"Triple negative breast cancer (TNBC) has a worse prognosis than other types of breast cancer due to its special biological behavior and clinicopathological characteristics. TNBC cell proliferation and progression to metastasis can be suppressed by inducing cytostatic autophagy. mTOR is closely related to autophagy and is involved in protein synthesis, nutrient metabolism and activating mTOR promotes tumor growth and metastasis. In this paper, we adopted the strategy of structure simplification, aimed to look for novel small-molecule inhibitors of mTOR by pharmacophore-based virtual screening and biological activity determination. We found a lead compound with 3-bromo-N'-(4-hydroxybenzylidene)-4-methylbenzohydrazide for rational drug design and structural modification, then studied its structure-activity relationship. After that, compound 7c with the best TNBC cells inhibitory activities and superior mTOR enzyme inhibitory activity was obtained. In addition, we found that compound 7c could induce autophagic cell death and apoptosis in MDA-MB-231 and MDA-MB-468 cell lines. In conclusion, these findings provide new clues for our 3-bromo-N'-(4-hydroxybenzylidene)-4-methylbenzohydrazide derivatives, which are expected to become drug candidates for the treatment of TNBC in the future.",Cancer,identification optimization bromonhydroxybenzylidenemethylbenzohydrazide derivative mtor inhibitor induce autophagic cell death apoptosis triplenegative breast cancer,triple negative breast cancer tnbc worse prognosis type breast cancer due special biological behavior clinicopathological characteristic tnbc cell proliferation progression metastasis suppressed inducing cytostatic autophagy mtor closely related autophagy involved protein synthesis nutrient metabolism activating mtor promotes tumor growth metastasis paper adopted strategy structure simplification aimed look novel smallmolecule inhibitor mtor pharmacophorebased virtual screening biological activity determination found lead compound bromonhydroxybenzylidenemethylbenzohydrazide rational drug design structural modification studied structureactivity relationship compound c best tnbc cell inhibitory activity superior mtor enzyme inhibitory activity obtained addition found compound c could induce autophagic cell death apoptosis mdamb mdamb cell line conclusion finding provide new clue bromonhydroxybenzylidenemethylbenzohydrazide derivative expected become drug candidate treatment tnbc future
